CLIENT_IP_ADDRESS SERVER_IP_ADDRESS CLIENT_L4_PORT SERVER_L4_PORT TIME_ABS_START TIME_REL_START TIME_REL_END TIME_BIN_DELTA C_PKTS_ALL C_RSTS_PKTS C_ACKS_PKTS C_PURE_ACKS_PKTS C_BYTES C_PKTS_WITH_DATA C_BYTES_ALL C_PKTS_RETX C_BYTS_RETX S_PKTS_ALL S_RSTS_PKTS S_ACKS_PKTS S_PURE_ACKS_PKTS S_BYTES S_PKTS_WITH_DATA S_BYTES_ALL S_PKTS_RETX S_BYTS_RETX
192.168.2.55 23.51.48.42 60500 443 17991.1591796875 0.0 270.251 270.251 8 0 7 4 1347 3 1347 0 0 9 0 9 2 5375 6 5375 0 0
192.168.2.55 2.22.32.177 60498 443 17856.115478515625 0.0 499.058 499.058 167 0 166 149 2726 17 2726 0 0 186 0 186 5 616298 180 616298 0 0
192.168.2.55 23.51.48.42 60501 443 17991.399169921875 0.0 525.613 525.613 9 0 8 5 1352 3 1352 0 0 8 0 8 2 5381 5 5381 0 0
192.168.2.55 142.251.209.36 60565 443 63579.2763671875 0.0 428.909 428.909 11 0 10 6 764 3 764 0 0 12 0 12 4 15379 6 15379 0 0
192.168.2.55 63.140.62.27 60499 443 53907.92236328125 35925.977 36295.707 369.73 2 0 2 0 883 2 883 0 0 2 0 2 1 211 1 211 0 0
192.168.2.55 23.40.157.96 60508 443 20592.385498046875 2360.574 2500.661 140.087 9 0 9 6 1713 3 1713 0 0 9 0 9 0 15857 9 15857 0 0
192.168.2.55 23.40.157.96 60506 443 20589.910400390625 2360.634 2544.495 183.861 9 0 9 6 1714 3 1714 0 0 8 0 8 0 17056 8 17056 0 0
192.168.2.55 23.40.157.96 60507 443 20597.259521484375 2367.305 2511.522 144.217 9 0 9 5 2285 4 2285 0 0 9 0 9 0 18471 9 18471 0 0
192.168.2.55 23.40.157.96 60489 443 20598.764404296875 3536.937 3672.547 135.61 8 0 8 5 1713 3 1713 0 0 9 0 9 0 14562 9 14562 0 0
192.168.2.55 23.40.157.96 60510 443 20594.365478515625 2359.919 2515.623 155.704 12 0 12 8 2284 4 2284 0 0 13 0 13 0 22483 13 22483 0 0
192.168.2.55 157.240.203.35 60566 443 65814.20751953125 0.0 649.576 649.576 13 0 12 8 750 3 750 0 0 19 0 19 4 26761 13 26761 0 0
192.168.2.55 101.62.213.61 60552 443 57636.404541015625 9945.942 10723.748 777.806 545 0 545 543 496 2 496 0 0 705 0 705 2 3479769 703 3479769 0 0
192.168.2.55 101.62.213.61 60554 443 57762.560546875 9906.849 10353.477 446.628 35 0 35 33 496 2 496 0 0 47 0 47 2 229715 45 230757 1 1042
192.168.2.55 13.226.244.11 60511 443 58891.175537109375 38905.64 39002.813 97.173 2 0 2 1 1391 1 1391 0 0 3 0 3 1 1631 2 1631 0 0
192.168.2.55 2.22.33.236 60567 443 68516.11450195312 0.0 507.535 507.535 10 1 9 4 748 3 748 0 0 11 0 11 4 7303 6 7303 0 0
192.168.2.55 52.223.29.147 60556 443 58990.95654296875 9917.95 10119.92 201.97 4 0 4 1 1455 3 1455 0 0 5 0 5 3 361 2 361 0 0
192.168.2.55 52.223.29.147 60556 443 69026.16650390625 19953.16 20053.109 99.949 2 0 2 0 1414 2 1414 0 0 4 1 3 2 46 1 46 0 0
192.168.2.55 52.223.29.147 60557 443 59883.685546875 10674.597 10759.33 84.733 2 0 2 2 0 0 0 0 0 2 0 2 0 77 1 77 0 0
192.168.2.55 52.223.29.147 60557 443 69126.685546875 19917.597 19982.571 64.974 3 0 3 0 143 2 143 0 0 3 0 3 3 0 0 0 0 0
192.168.2.55 63.140.62.27 60531 443 60259.37158203125 14954.556 15177.358 222.802 2 0 2 1 622 1 622 0 0 2 0 2 1 62 1 62 0 0
192.168.2.55 185.15.58.224 60569 443 70769.54638671875 0.0 208.281 208.281 17 1 16 11 767 3 767 0 0 22 0 22 4 28064 17 28064 0 0
192.168.2.55 23.40.140.194 60473 443 57765.6015625 45351.541 45691.27 339.729 3 0 3 2 540 1 540 0 0 2 0 2 0 605 2 1210 1 605
192.168.2.55 104.244.42.1 60570 443 72251.4091796875 0.0 583.247 583.247 7 0 6 3 765 3 765 0 0 7 0 7 3 4406 3 4406 0 0
192.168.2.55 104.244.42.1 60570 443 73942.80737304688 1691.398 1800.098 108.7 2 1 2 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 104.244.42.1 60572 443 73328.32958984375 0.0 723.253 723.253 9 1 8 3 755 3 755 0 0 10 0 10 4 10317 5 10317 0 0
192.168.2.55 63.140.62.27 60499 443 64417.50439453125 46435.559 46435.619 0.06 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0
192.168.2.55 13.107.42.14 60573 443 74291.25952148438 0.0 916.124 916.124 12 0 11 7 887 3 887 0 0 13 0 13 3 24862 9 24862 0 0
192.168.2.55 13.107.42.14 60573 443 75506.78051757812 1215.521 1215.567 0.046 1 0 1 1 0 0 0 0 0 2 0 2 1 0 0 0 0 0
192.168.2.55 157.240.203.174 60574 443 75962.91650390625 0.0 842.858 842.858 31 0 30 26 751 3 751 0 0 62 0 62 4 102205 56 102205 0 0
192.168.2.55 101.62.213.61 60552 443 67636.43359375 19945.971 20668.54 722.569 424 0 424 422 496 2 496 0 0 499 0 499 2 3039435 497 3039435 0 0
192.168.2.55 101.62.213.61 60554 443 67702.86547851562 19847.154 20348.341 501.187 45 0 45 43 496 2 496 0 0 54 0 54 2 191475 52 191475 0 0
192.168.2.55 151.101.241.140 60575 443 77892.23120117188 0.0 298.599 298.599 8 1 7 3 748 3 748 0 0 8 0 8 3 5424 4 5424 0 0
192.168.2.55 151.101.241.140 60576 443 78193.76635742188 0.0 659.554 659.554 57 1 56 51 835 3 835 0 0 125 0 125 4 102423 120 102423 0 0
192.168.2.55 13.226.244.11 60511 443 68900.29248046875 48914.757 49038.182 123.425 2 0 2 1 1392 1 1392 0 0 3 0 3 1 1631 2 1631 0 0
192.168.2.55 52.223.29.147 60568 443 69127.6875 0.0 291.397 291.397 11 0 10 4 2560 6 2560 0 0 13 0 13 6 5730 6 5730 0 0
192.168.2.55 63.140.62.27 60531 443 70251.87451171875 24947.059 25214.886 267.827 2 0 2 1 622 1 622 0 0 2 0 2 1 62 1 62 0 0
192.168.2.55 2.22.33.86 60577 443 79738.70849609375 0.0 782.439 782.439 26 1 25 20 746 3 746 0 0 30 0 30 4 80837 25 80837 0 0
192.168.2.55 101.62.213.61 60552 443 77636.51123046875 29946.049 30374.35 428.301 372 0 372 370 496 2 496 0 0 399 0 399 2 1700678 397 1700678 0 0
192.168.2.55 54.170.196.176 60578 443 82275.32055664062 0.0 957.682 957.682 84 0 83 78 1687 4 1687 0 0 99 0 99 5 314650 92 314650 0 0
192.168.2.55 63.140.62.27 60499 443 74569.19921875 56587.254 56587.283 0.029 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0
192.168.2.55 63.140.62.27 60499 443 84001.61254882812 66019.667 66067.043 47.376 2 1 2 0 0 0 0 0 0 2 0 2 0 63 2 63 0 0
192.168.2.55 151.101.242.167 60579 443 83938.11840820312 0.0 148.983 148.983 21 1 20 15 747 3 747 0 0 33 0 33 4 52541 28 52541 0 0
192.168.2.55 23.51.49.221 60580 443 85373.07055664062 0.0 392.198 392.198 10 1 9 4 767 3 767 0 0 13 0 13 4 17899 8 17899 0 0
192.168.2.55 199.127.193.108 60532 443 45486.91455078125 0.0 872.898 872.898 11 0 10 4 4435 6 4435 0 0 12 0 12 6 6736 5 6736 0 0
192.168.2.55 23.214.204.249 60581 443 86609.03637695312 0.0 539.866 539.866 18 1 17 12 763 3 763 0 0 19 0 19 1 45376 15 45376 1 0
192.168.2.55 101.62.213.61 60552 443 82637.05322265625 34946.591 35226.621 280.03 26 0 26 24 496 2 496 0 0 33 0 33 2 192463 31 192463 0 0
192.168.2.55 23.40.157.96 60509 443 42064.529541015625 23832.219 24474.521 642.302 4 0 4 2 1141 2 1141 0 0 4 0 4 0 6547 4 6547 0 0
192.168.2.55 101.62.213.61 60554 443 77730.30444335938 29874.593 30027.843 153.25 2 0 2 1 246 1 246 0 0 2 0 2 1 1047 1 1047 0 0
