CLIENT_IP_ADDRESS SERVER_IP_ADDRESS CLIENT_L4_PORT SERVER_L4_PORT TIME_ABS_START TIME_REL_START TIME_REL_END TIME_BIN_DELTA C_PKTS_ALL C_RSTS_PKTS C_ACKS_PKTS C_PURE_ACKS_PKTS C_BYTES C_PKTS_WITH_DATA C_BYTES_ALL C_PKTS_RETX C_BYTS_RETX S_PKTS_ALL S_RSTS_PKTS S_ACKS_PKTS S_PURE_ACKS_PKTS S_BYTES S_PKTS_WITH_DATA S_BYTES_ALL S_PKTS_RETX S_BYTS_RETX
192.168.2.55 142.251.209.36 58920 443 2567.529541015625 0.0 543.012 543.012 10 0 9 5 764 3 764 0 0 12 0 12 4 15111 6 16511 1 1400
192.168.2.55 20.189.173.17 58921 443 2645.930419921875 0.0 507.658 507.658 6 0 5 3 389 2 389 0 0 8 0 8 2 6244 5 6244 0 0
192.168.2.55 157.240.203.35 58922 443 4975.95556640625 0.0 489.95 489.95 17 0 16 12 750 3 750 0 0 27 0 27 4 26757 21 28157 1 1400
192.168.2.55 23.40.157.96 58923 443 4993.660400390625 0.0 679.797 679.797 12 0 11 6 2074 4 2074 0 0 16 1 15 1 13963 12 15261 1 1298
192.168.2.55 18.154.156.167 58924 443 6214.17138671875 0.0 788.51 788.51 11 0 10 6 748 3 748 0 0 12 0 12 4 7147 6 7147 0 0
192.168.2.55 185.15.58.224 58925 443 7973.735595703125 0.0 461.823 461.823 14 1 13 8 767 3 767 0 0 16 0 16 4 28064 11 28064 0 0
192.168.2.55 23.40.157.96 58926 443 9422.16259765625 0.0 447.128 447.128 8 0 7 2 1667 4 1667 0 0 8 1 7 1 1856 4 1856 0 0
192.168.2.55 104.120.111.190 58929 443 11620.347412109375 0.0 399.049 399.049 8 0 7 3 870 3 870 0 0 9 1 8 1 4921 5 4921 0 0
192.168.2.55 104.244.42.129 58927 443 10541.451416015625 0.0 494.931 494.931 7 0 6 3 765 3 765 0 0 7 0 7 3 4406 3 4406 0 0
192.168.2.55 104.244.42.129 58930 443 11622.757568359375 0.0 759.466 759.466 9 1 8 3 755 3 755 0 0 10 0 10 4 10317 5 10317 0 0
192.168.2.55 104.244.42.129 58927 443 12293.55859375 1752.107 1841.053 88.946 2 1 2 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 23.52.38.143 58931 443 12311.260498046875 0.0 355.314 355.314 8 0 7 3 1654 3 1654 0 0 10 1 9 1 5891 6 5891 0 0
192.168.2.55 23.52.38.143 58933 443 12652.025390625 0.0 292.305 292.305 7 0 6 2 1579 3 1579 0 0 8 1 7 2 1448 3 1448 0 0
