CLIENT_IP_ADDRESS SERVER_IP_ADDRESS CLIENT_L4_PORT SERVER_L4_PORT TIME_ABS_START TIME_REL_START TIME_REL_END TIME_BIN_DELTA C_PKTS_ALL C_RSTS_PKTS C_ACKS_PKTS C_PURE_ACKS_PKTS C_BYTES C_PKTS_WITH_DATA C_BYTES_ALL C_PKTS_RETX C_BYTS_RETX S_PKTS_ALL S_RSTS_PKTS S_ACKS_PKTS S_PURE_ACKS_PKTS S_BYTES S_PKTS_WITH_DATA S_BYTES_ALL S_PKTS_RETX S_BYTS_RETX
192.168.2.55 23.214.205.236 59229 443 17749.28271484375 0.0 985.639 985.639 70 0 69 66 1267 3 1267 0 0 91 0 91 1 210024 89 210024 0 0
192.168.2.55 2.22.32.177 59230 443 17751.022705078125 0.0 976.049 976.049 86 0 85 68 2726 17 2726 0 0 92 0 92 3 226444 87 226444 1 0
192.168.2.55 2.22.32.204 59237 443 17904.471435546875 0.0 966.908 966.908 83 0 82 54 3723 28 3723 0 0 83 0 83 7 166327 75 166327 0 0
192.168.2.55 172.64.155.249 59245 443 18174.2666015625 0.0 960.497 960.497 41 0 40 37 771 3 771 0 0 53 0 53 3 133269 49 133269 0 0
192.168.2.55 2.22.32.204 59243 443 18153.022705078125 0.0 175.412 175.412 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
192.168.2.55 2.22.32.204 59244 443 18153.7734375 0.0 174.661 174.661 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
192.168.2.55 2.22.32.177 59230 443 18762.0087890625 1010.986 2002.911 991.925 95 0 95 95 0 0 0 0 0 120 0 120 0 298200 120 298200 0 0
192.168.2.55 172.64.155.249 59246 443 19437.11083984375 0.0 487.342 487.342 25 0 24 20 977 3 977 0 0 38 0 38 4 54050 32 54050 0 0
192.168.2.55 172.64.155.249 59245 443 19264.797607421875 1090.531 1750.288 659.757 12 0 12 11 0 0 0 0 0 13 0 13 1 54361 11 54361 0 0
192.168.2.55 63.140.62.222 59231 443 17844.854736328125 0.0 750.058 750.058 11 0 10 4 2724 6 2724 0 0 10 0 10 4 4859 5 4859 0 0
192.168.2.55 23.40.157.96 59242 443 18057.3447265625 0.0 720.175 720.175 8 0 7 3 1719 4 1719 0 0 7 0 7 2 3684 4 3684 0 0
192.168.2.55 23.40.157.96 59239 443 18055.466796875 0.0 675.163 675.163 8 0 7 3 1718 4 1718 0 0 8 0 8 2 6148 5 6148 0 0
192.168.2.55 23.40.157.96 59222 443 18054.82861328125 1149.256 1924.568 775.312 11 0 11 7 2282 4 2282 0 0 11 0 11 0 12462 11 14265 3 1803
192.168.2.55 23.40.157.96 59240 443 18056.125732421875 0.0 674.265 674.265 7 0 6 2 1719 4 1719 0 0 7 0 7 2 4363 4 4363 0 0
192.168.2.55 23.40.157.96 59238 443 18053.464599609375 0.0 675.273 675.273 10 0 9 5 1718 4 1718 0 0 12 0 12 4 5287 6 6686 2 1399
192.168.2.55 23.40.157.96 59241 443 18056.834716796875 0.0 670.212 670.212 9 0 8 5 1146 3 1146 0 0 10 0 10 2 4785 6 5218 2 433
192.168.2.55 2.22.32.204 59243 443 19330.325439453125 1177.303 1177.303 0.0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
192.168.2.55 2.22.32.204 59237 443 18926.728759765625 1022.257 1636.008 613.751 149 0 149 141 804 8 804 0 0 182 0 182 2 635577 180 635577 0 0
192.168.2.55 2.22.32.204 59244 443 19340.797607421875 1187.024 1187.024 0.0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
192.168.2.55 216.58.204.238 59248 443 21153.91162109375 0.0 368.208 368.208 54 0 53 49 765 3 765 0 0 79 0 79 4 146926 73 146926 0 0
192.168.2.55 142.251.209.36 59249 443 24068.24560546875 0.0 672.751 672.751 11 0 10 6 764 3 764 0 0 12 0 12 4 15162 6 15162 0 0
192.168.2.55 2.22.32.204 59243 443 21328.42578125 3175.403 3175.403 0.0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
192.168.2.55 2.22.32.204 59244 443 21356.16162109375 3202.388 3202.388 0.0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
192.168.2.55 157.240.203.35 59250 443 25143.724609375 0.0 519.136 519.136 14 0 13 9 750 3 750 0 0 24 0 24 4 26750 18 26750 0 0
192.168.2.55 23.33.108.196 59205 443 12248.436767578125 0.0 149.542 149.542 8 0 7 4 1183 3 1183 0 0 8 0 8 1 6920 6 6920 0 0
192.168.2.55 18.154.156.167 59251 443 27826.790771484375 0.0 915.181 915.181 11 0 10 6 748 3 748 0 0 11 0 11 4 7147 5 7147 0 0
192.168.2.55 63.140.62.222 59231 443 20587.097412109375 2742.243 2858.267 116.024 2 0 2 1 901 1 901 0 0 1 0 1 0 211 1 211 0 0
192.168.2.55 185.15.58.224 59252 443 30328.741455078125 0.0 693.813 693.813 13 0 12 8 767 3 767 0 0 14 0 14 3 28041 10 28041 0 0
192.168.2.55 185.15.58.224 59252 443 31415.609619140625 1086.868 1086.942 0.074 1 1 1 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 23.40.157.96 59238 443 20630.463623046875 2576.999 2771.153 194.154 9 0 9 5 2285 4 2285 0 0 10 0 10 0 17985 10 17985 0 0
192.168.2.55 104.244.42.129 59253 443 31823.8828125 0.0 580.408 580.408 8 0 7 4 765 3 765 0 0 8 0 8 3 4406 4 5286 1 880
192.168.2.55 104.244.42.129 59256 443 33043.70068359375 0.0 511.031 511.031 9 1 8 3 755 3 755 0 0 10 0 10 4 10313 5 10313 0 0
192.168.2.55 104.244.42.129 59253 443 33515.90478515625 1692.022 1731.001 38.979 2 1 2 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 2.22.32.204 59243 443 25360.059814453125 7207.037 7207.037 0.0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
192.168.2.55 2.22.32.204 59244 443 25394.776611328125 7241.003 7241.003 0.0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0
192.168.2.55 13.107.42.14 59255 443 33023.354736328125 0.0 832.506 832.506 11 0 10 6 887 3 887 0 0 16 0 16 4 25174 10 25174 0 0
192.168.2.55 23.40.157.96 59238 443 32915.6767578125 14862.212 15543.307 681.095 4 0 4 2 1142 2 1142 0 0 2 0 2 0 1725 2 1725 0 0
192.168.2.55 23.40.157.96 59238 443 34062.186767578125 16008.722 16968.233 959.511 4 0 4 1 1142 3 1713 1 571 2 0 2 0 1401 2 1401 0 0
192.168.2.55 23.40.157.96 59238 443 35062.954833984375 17009.49 17973.895 964.405 7 0 7 4 1142 3 1713 1 571 8 0 8 4 1402 4 2804 2 1402
192.168.2.55 157.240.203.174 59257 443 35982.3408203125 0.0 841.999 841.999 30 0 29 25 751 3 751 0 0 62 0 62 4 102608 56 102608 0 0
192.168.2.55 23.40.157.96 59238 443 36069.40380859375 18015.939 18908.083 892.144 4 0 4 2 1142 2 1142 0 0 2 0 2 1 702 1 702 0 0
192.168.2.55 23.40.157.96 59238 443 37132.04541015625 19078.581 20042.572 963.991 4 0 4 2 1142 2 1142 0 0 4 0 4 2 1401 2 1401 0 0
192.168.2.55 151.101.241.140 59258 443 37926.634765625 0.0 230.651 230.651 8 1 7 3 748 3 748 0 0 9 0 9 3 5424 5 5424 0 0
192.168.2.55 151.101.241.140 59259 443 38159.400634765625 0.0 582.663 582.663 22 0 21 18 835 3 835 0 0 47 0 47 3 70116 43 70116 0 0
192.168.2.55 23.40.157.96 59238 443 38155.80078125 20102.336 20792.736 690.4 4 0 4 3 571 1 571 0 0 4 0 4 0 6160 4 6160 0 0
192.168.2.55 151.101.241.140 59259 443 39210.938720703125 1051.538 1155.248 103.71 6 1 6 4 0 0 0 0 0 56 0 56 1 30770 55 30770 0 0
192.168.2.55 23.40.157.96 59238 443 39274.188720703125 21220.724 21852.688 631.964 5 0 5 2 1142 3 1713 1 571 7 0 7 2 5196 5 5994 1 798
192.168.2.55 2.22.33.86 59260 443 40207.097412109375 0.0 926.853 926.853 13 0 12 9 746 3 746 0 0 18 0 18 3 23551 14 23551 0 0
192.168.2.55 63.140.62.222 59231 443 31028.921630859375 13184.067 13184.123 0.056 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0
192.168.2.55 2.22.33.86 59260 443 41227.548828125 1020.451 1087.937 67.486 21 1 21 19 0 0 0 0 0 24 0 24 1 59348 23 59348 0 0
192.168.2.55 23.40.157.96 59238 443 40433.810791015625 22380.346 22969.844 589.498 4 0 4 2 1141 2 1141 0 0 5 0 5 1 6067 4 6067 0 0
192.168.2.55 23.33.108.196 59205 443 27451.150634765625 15202.714 15577.543 374.829 3 0 3 1 540 2 1080 1 540 2 0 2 1 605 1 605 0 0
192.168.2.55 23.40.157.96 59238 443 41518.29541015625 23464.831 24198.151 733.32 5 0 5 3 1142 2 1142 0 0 5 0 5 0 6159 5 6159 0 0
192.168.2.55 54.170.196.176 59264 443 41556.818603515625 0.0 387.468 387.468 7 0 6 3 765 3 765 0 0 8 0 8 3 2933 4 4333 1 1400
192.168.2.55 2.22.32.204 59237 443 21340.38671875 3435.915 3479.212 43.297 21 0 21 19 199 2 199 0 0 22 0 22 0 56621 22 56621 0 0
192.168.2.55 23.52.38.143 59212 443 15836.95947265625 3260.035 4178.916 918.881 4 0 4 2 2317 2 2317 0 0 6 0 6 2 3641 4 3641 0 0
192.168.2.55 104.244.42.129 59191 443 3045.964599609375 1096.82 1097.336 0.516 2 0 2 2 0 0 0 0 0 3 0 3 0 5861 3 5861 0 0
192.168.2.55 104.244.42.129 59254 443 32323.457763671875 0.0 716.099 716.099 7 0 6 3 761 3 761 0 0 9 0 9 3 9387 5 9387 0 0
192.168.2.55 54.170.196.176 59264 443 42908.810791015625 1351.992 2351.865 999.873 52 0 52 51 922 1 922 0 0 58 0 58 1 197314 57 197314 0 0
192.168.2.55 104.244.42.129 59254 443 43887.151611328125 11563.694 11677.451 113.757 2 1 2 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 104.244.42.129 59191 443 43886.96875 41937.824 42051.838 114.014 2 1 2 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 54.170.196.176 59264 443 43908.970703125 2352.152 2544.916 192.764 30 0 30 29 0 0 0 0 0 36 0 36 1 113977 34 115377 1 1400
192.168.2.55 151.101.242.167 59265 443 43889.53271484375 0.0 352.828 352.828 22 1 21 16 747 3 747 0 0 34 0 34 4 52615 29 52615 0 0
192.168.2.55 63.140.62.222 59231 443 41294.85546875 23450.001 23450.072 0.071 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0
192.168.2.55 23.52.38.143 59212 443 43438.230712890625 30861.306 31848.245 986.939 7 0 7 2 3844 5 4855 1 1011 9 0 9 4 4849 5 4849 0 0
192.168.2.55 185.26.141.74 59283 443 45725.470703125 0.0 38.868 38.868 2 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0
192.168.2.55 23.51.49.221 59284 443 46822.8828125 0.0 880.314 880.314 12 1 11 6 767 3 767 0 0 15 0 15 4 17899 10 17899 0 0
192.168.2.55 101.62.213.61 59286 443 47739.15869140625 0.0 999.784 999.784 27 0 26 22 1207 4 1207 0 0 41 0 41 4 72206 36 72206 0 0
192.168.2.55 101.62.213.61 59288 443 47808.8974609375 0.0 996.457 996.457 47 0 46 42 1207 4 1207 0 0 62 0 62 4 124006 57 124006 0 0
192.168.2.55 63.140.62.222 59267 443 44811.2666015625 0.0 639.566 639.566 13 0 12 5 2727 7 2727 0 0 13 0 13 4 5246 8 5246 0 0
192.168.2.55 23.214.204.249 59289 443 48798.69140625 0.0 422.309 422.309 17 1 16 11 763 3 763 0 0 18 0 18 3 45377 14 45377 0 0
192.168.2.55 108.139.210.28 59247 443 19673.9326171875 0.0 395.097 395.097 11 0 10 5 1715 5 1715 0 0 14 0 14 5 6359 8 6359 0 0
192.168.2.55 101.62.213.61 59286 443 48775.02783203125 1035.869 1657.286 621.417 109 0 109 107 496 2 496 0 0 131 0 131 2 571105 129 571105 0 0
192.168.2.55 101.62.213.61 59288 443 48816.491455078125 1007.594 1967.005 959.411 283 0 283 281 500 2 500 0 0 311 0 311 1 2044314 310 2044314 0 0
192.168.2.55 63.140.62.222 59267 443 49001.982666015625 4190.716 5161.833 971.117 5 0 5 1 2799 4 2799 0 0 5 0 5 4 61 1 61 0 0
192.168.2.55 52.123.159.174 59261 443 40207.23779296875 0.0 554.116 554.116 14 0 13 6 5329 7 5329 0 0 16 0 16 7 7496 8 7496 0 0
192.168.2.55 63.140.62.222 59267 443 50039.49267578125 5228.226 6201.82 973.594 2 0 2 1 621 1 621 0 0 1 0 1 0 114 1 114 0 0
192.168.2.55 140.82.121.3 59291 443 50788.562744140625 0.0 442.063 442.063 10 1 9 4 748 3 748 0 0 10 0 10 4 3786 5 3786 0 0
192.168.2.55 140.82.121.3 59292 443 50932.1767578125 0.0 298.522 298.522 24 1 23 18 744 3 744 0 0 29 0 29 4 53338 24 53338 0 0
192.168.2.55 104.18.32.7 59293 443 53306.69482421875 0.0 717.17 717.17 56 0 55 51 771 3 771 0 0 92 0 92 4 187594 86 187594 0 0
192.168.2.55 172.64.155.249 59294 443 53724.66943359375 0.0 301.711 301.711 25 0 24 20 977 3 977 0 0 36 0 36 4 54094 30 54094 0 0
192.168.2.55 63.140.62.222 59231 443 44352.57275390625 26507.718 27044.238 536.52 8 0 8 3 2610 5 2610 0 0 6 0 6 2 603 4 603 0 0
192.168.2.55 216.58.204.238 59295 443 55926.8408203125 0.0 976.116 976.116 40 0 39 35 765 3 765 0 0 47 0 47 3 148237 43 148237 0 0
192.168.2.55 216.58.204.238 59295 443 56997.099609375 1070.259 1070.311 0.052 1 0 1 1 0 0 0 0 0 2 0 2 1 0 0 0 0 0
192.168.2.55 23.33.108.196 59205 443 42450.1748046875 30201.738 30356.31 154.572 2 0 2 1 540 1 540 0 0 2 0 2 1 605 1 605 0 0
192.168.2.55 101.62.213.61 59286 443 49775.70361328125 2036.545 2951.394 914.849 839 0 839 838 250 1 250 0 0 906 0 906 1 3791359 905 3791359 0 0
192.168.2.55 23.194.176.111 59210 443 12484.8857421875 0.0 217.865 217.865 8 0 7 4 1236 3 1236 0 0 7 0 7 1 5364 5 5364 0 0
192.168.2.55 23.194.176.111 59206 443 12483.690673828125 0.0 229.375 229.375 9 0 8 5 1243 3 1243 0 0 7 0 7 1 5370 5 5370 0 0
192.168.2.55 23.194.176.111 59211 443 12485.083740234375 0.0 177.907 177.907 7 0 6 3 1237 3 1237 0 0 7 0 7 1 5362 5 5362 0 0
192.168.2.55 23.194.176.111 59209 443 12484.677734375 0.0 193.166 193.166 7 0 6 3 1238 3 1238 0 0 7 0 7 1 5359 5 5359 0 0
192.168.2.55 23.194.176.111 59207 443 12484.104736328125 0.0 239.064 239.064 8 0 7 4 1238 3 1238 0 0 7 0 7 1 5355 5 5355 0 0
192.168.2.55 23.194.176.111 59208 443 12484.423828125 0.0 238.766 238.766 8 0 7 4 1241 3 1241 0 0 7 0 7 1 5362 5 5362 0 0
192.168.2.55 101.62.213.61 59288 443 49932.208740234375 2123.311 2162.469 39.158 13 0 13 13 0 0 0 0 0 19 0 19 1 190620 18 190620 0 0
192.168.2.55 142.251.209.36 59296 443 57824.850830078125 0.0 523.714 523.714 9 0 8 4 764 3 764 0 0 10 0 10 3 15222 5 15222 0 0
192.168.2.55 157.240.203.35 59297 443 58950.067626953125 0.0 369.486 369.486 12 0 11 7 750 3 750 0 0 19 0 19 4 26775 13 26775 0 0
192.168.2.55 108.139.210.28 59247 443 49442.7734375 29768.841 29898.947 130.106 3 0 3 1 1391 2 1391 0 0 5 0 5 2 1629 3 1629 0 0
192.168.2.55 52.223.29.147 59290 443 49576.3408203125 0.0 833.006 833.006 11 0 10 4 2520 6 2520 0 0 13 0 13 6 5700 6 5700 0 0
192.168.2.55 63.140.62.222 59267 443 51097.2236328125 6285.957 6425.867 139.91 1 0 1 1 0 0 0 0 0 2 0 2 1 61 1 61 0 0
192.168.2.55 18.154.156.167 59298 443 60509.71142578125 0.0 583.406 583.406 9 0 8 4 748 3 748 0 0 12 0 12 4 7147 6 7147 0 0
192.168.2.55 92.123.101.120 59219 443 16564.17578125 0.0 372.846 372.846 12 0 11 8 1218 3 1218 0 0 12 0 12 1 42024 10 42024 0 0
192.168.2.55 23.51.48.42 59227 443 17113.608642578125 0.0 286.114 286.114 10 0 9 5 1981 4 1981 0 0 10 0 10 1 11717 8 11717 0 0
192.168.2.55 23.51.48.42 59223 443 17113.0654296875 0.0 468.593 468.593 10 0 9 5 1981 4 1981 0 0 11 0 11 1 8721 9 9239 1 518
192.168.2.55 23.51.48.42 59225 443 17113.336669921875 0.0 468.344 468.344 11 0 10 6 1981 4 1981 0 0 11 0 11 1 8903 9 9446 1 543
192.168.2.55 23.51.48.42 59224 443 17113.19482421875 0.0 468.523 468.523 9 0 8 5 1312 3 1312 0 0 10 0 10 2 6881 7 7494 1 613
192.168.2.55 23.51.48.42 59228 443 17113.728759765625 0.0 467.905 467.905 11 0 10 6 1981 4 1981 0 0 11 0 11 1 9158 9 9787 1 629
192.168.2.55 23.51.48.42 59226 443 17113.480712890625 0.0 468.008 468.008 11 0 10 5 2678 5 2678 0 0 15 0 15 1 13369 13 13583 1 214
192.168.2.55 185.15.58.224 59299 443 62191.963623046875 0.0 642.197 642.197 15 1 14 9 767 3 767 0 0 18 0 18 4 28064 13 28064 0 0
192.168.2.55 23.51.48.42 59235 443 17898.552734375 0.0 330.02 330.02 7 0 6 3 1352 3 1352 0 0 7 0 7 1 5380 5 5380 0 0
192.168.2.55 23.51.48.42 59234 443 17898.414794921875 0.0 376.669 376.669 9 0 8 5 1353 3 1353 0 0 7 0 7 1 5382 5 5382 0 0
192.168.2.55 23.51.48.42 59233 443 17898.3076171875 0.0 330.132 330.132 10 0 9 6 1345 3 1345 0 0 10 0 10 1 16314 8 16314 0 0
192.168.2.55 23.51.48.42 59232 443 17898.0947265625 0.0 376.985 376.985 9 0 8 5 1348 3 1348 0 0 7 0 7 1 5377 5 5377 0 0
192.168.2.55 23.51.48.42 59236 443 17898.663818359375 0.0 376.416 376.416 8 0 7 4 1347 3 1347 0 0 7 0 7 1 5375 5 5375 0 0
192.168.2.55 23.214.205.236 59229 443 18757.137451171875 1007.855 1188.788 180.933 20 0 20 20 0 0 0 0 0 30 0 30 0 54579 30 54579 0 0
192.168.2.55 63.140.62.222 59231 443 54485.86865234375 36641.014 37002.193 361.179 2 0 2 0 882 2 882 0 0 2 0 2 1 211 1 211 0 0
192.168.2.55 2.22.32.177 59230 443 19770.28271484375 2019.26 2274.688 255.428 32 0 32 32 0 0 0 0 0 40 0 40 0 91653 40 91653 0 0
192.168.2.55 23.40.157.96 59240 443 20629.0126953125 2572.887 2771.268 198.381 8 0 8 5 1713 3 1713 0 0 7 0 7 0 16355 7 16355 0 0
192.168.2.55 23.40.157.96 59242 443 20624.17578125 2566.831 2732.448 165.617 6 0 6 3 1713 3 1713 0 0 10 0 10 2 12554 8 12554 0 0
192.168.2.55 23.40.157.96 59241 443 20633.053466796875 2576.219 2729.904 153.685 6 0 6 3 1713 3 1713 0 0 6 0 6 0 15023 6 15023 0 0
192.168.2.55 23.40.157.96 59239 443 20625.99072265625 2570.524 2749.184 178.66 10 0 10 6 2285 4 2285 0 0 11 0 11 0 20149 11 20149 0 0
192.168.2.55 23.40.157.96 59222 443 20627.41943359375 3721.847 3914.988 193.141 12 0 12 8 2284 4 2284 0 0 13 0 13 0 22906 13 22906 0 0
192.168.2.55 13.107.42.14 59302 443 65283.38671875 0.0 611.933 611.933 11 0 10 6 887 3 887 0 0 14 0 14 4 24220 8 24220 0 0
192.168.2.55 104.244.42.129 59300 443 64080.82666015625 0.0 843.189 843.189 7 0 6 3 765 3 765 0 0 7 0 7 3 4405 3 4405 0 0
192.168.2.55 104.244.42.129 59300 443 66218.5546875 2137.728 2239.271 101.543 2 1 2 0 0 0 0 0 0 2 0 2 1 24 1 24 0 0
192.168.2.55 104.244.42.129 59303 443 65505.890625 0.0 814.284 814.284 9 1 8 3 755 3 755 0 0 10 0 10 4 10318 5 10318 0 0
192.168.2.55 101.62.213.61 59286 443 57607.19580078125 9868.037 10304.254 436.217 408 0 408 406 496 2 496 0 0 441 0 441 2 2204637 439 2204637 0 0
192.168.2.55 157.240.203.174 59304 443 67146.49340820312 0.0 759.748 759.748 11 0 10 7 751 3 751 0 0 21 0 21 3 25497 17 25497 0 0
192.168.2.55 157.240.203.174 59304 443 68376.64575195312 1230.152 1629.476 399.324 12 0 12 11 0 0 0 0 0 42 0 42 1 76350 40 76350 0 0
192.168.2.55 151.101.241.140 59305 443 68682.03173828125 0.0 299.998 299.998 8 1 7 3 748 3 748 0 0 9 0 9 3 5424 5 5424 0 0
192.168.2.55 108.139.210.28 59247 443 59468.645751953125 39794.713 39912.331 117.618 2 0 2 1 1392 1 1392 0 0 3 0 3 1 1630 2 1630 0 0
192.168.2.55 52.223.29.147 59290 443 59610.539794921875 10034.199 10137.806 103.607 3 0 3 0 1456 3 1456 0 0 4 0 4 3 360 1 360 0 0
192.168.2.55 151.101.241.140 59306 443 68984.24877929688 0.0 694.594 694.594 29 1 28 23 835 3 835 0 0 51 0 51 4 98290 46 98290 0 0
192.168.2.55 63.140.62.222 59267 443 61002.94677734375 16191.68 16429.423 237.743 2 0 2 1 622 1 622 0 0 2 0 2 1 61 1 61 0 0
192.168.2.55 2.22.33.86 59307 443 70915.2158203125 0.0 963.203 963.203 30 0 29 26 746 3 746 0 0 41 0 41 3 70157 37 71557 1 1400
192.168.2.55 23.33.108.196 59205 443 57457.33544921875 45208.899 45416.431 207.532 2 0 2 1 540 1 540 0 0 1 0 1 0 605 1 605 0 0
192.168.2.55 2.22.33.86 59307 443 72272.17065429688 1356.955 1656.525 299.57 5 1 5 3 0 0 0 0 0 7 0 7 1 12318 6 13718 1 1400
192.168.2.55 101.62.213.61 59286 443 67608.72143554688 19869.563 19980.004 110.441 2 0 2 1 246 1 246 0 0 2 0 2 1 1047 1 1047 0 0
192.168.2.55 101.62.213.61 59288 443 57682.727783203125 9873.83 10186.948 313.118 37 0 37 35 496 2 496 0 0 43 0 43 2 191475 41 191475 0 0
192.168.2.55 20.190.177.20 59309 443 73955.45678710938 0.0 619.927 619.927 19 0 18 8 7728 9 7728 0 0 23 0 23 10 20929 11 20929 0 0
