CL_IP SV_IP CL_PR SV_PR UP_BY DW_BY TS_FP TS_LP CN_CL CN_SV CN_DQ HT_HN PROTO DT_FP CNAME
192.168.97.55 173.194.69.84 55350 443 1867 6542 952.91064453125 "1970-01-01 00:00:07.853720215" accounts.google.com - - - TLS "1970-01-01 00:00:00.952910645" NONE
192.168.97.55 104.19.177.52 55351 443 1823 3793 1043.3974609375 "1970-01-01 00:00:07.839548584" - - cdn.cookielaw.org - TLS "1970-01-01 00:00:01.043397461" cdn.cookielaw.org
192.168.97.55 3.72.218.66 55352 443 3038 39632 1043.593505859375 "1970-01-01 00:00:07.865235596" startup.core.indazn.com core.indazn.com startup.core.indazn.com - TLS "1970-01-01 00:00:01.043593506" core.indazn.com
192.168.97.55 18.65.65.76 55353 443 1887 6175 1058.37158203125 "1970-01-01 00:00:07.853677490" static.dazndn.com - static.dazndn.com - TLS "1970-01-01 00:00:01.058371582" static.dazndn.com
192.168.97.55 13.226.244.97 55354 443 1837 6198 1066.99951171875 "1970-01-01 00:00:07.853652588" - - resource-strings.acc.indazn.com - TLS "1970-01-01 00:00:01.066999512" acc.indazn.com
192.168.97.55 162.247.243.30 55355 443 13100 5462 1187.28564453125 "1970-01-01 00:00:07.837512451" - - bam-cell.nr-data.net - TLS "1970-01-01 00:00:01.187285645" nr.data.net
192.168.97.55 13.226.244.14 55356 443 4293 7758 1408.741455078125 "1970-01-01 00:00:07.855256592" - - user-profile.ar.indazn.com - TLS "1970-01-01 00:00:01.408741455" ar.indazn.com
192.168.97.55 13.226.244.78 55357 443 1882 6223 2016.818603515625 "1970-01-01 00:00:07.853606445" www.dazn.com - resource-strings.acc.indazn.com - TLS "1970-01-01 00:00:02.016818604" acc.indazn.com
192.168.97.55 18.65.64.65 55358 443 2568 7498 2031.064453125 "1970-01-01 00:00:07.856290283" - - pkg.fe.indazn.com - TLS "1970-01-01 00:00:02.031064453" fe.indazn.com
192.168.97.55 13.226.244.27 55359 443 1803 6179 2034.9345703125 "1970-01-01 00:00:07.853952637" - - youth-protection.dazn-api.com - TLS "1970-01-01 00:00:02.034934570" dazn.api.com
192.168.97.55 18.65.82.93 55360 443 1807 6215 2056.874267578125 "1970-01-01 00:00:07.846604248" - - content-item.discovery.indazn.com - TLS "1970-01-01 00:00:02.056874268" discovery.indazn.com
192.168.97.55 108.139.210.38 55361 443 1896 6215 2057.1162109375 "1970-01-01 00:00:07.846591553" - - event.discovery.indazn.com - TLS "1970-01-01 00:00:02.057116211" discovery.indazn.com
192.168.97.55 18.65.82.123 55362 443 1833 6215 2057.322265625 "1970-01-01 00:00:07.853699463" - - search.discovery.indazn.com - TLS "1970-01-01 00:00:02.057322266" discovery.indazn.com
192.168.97.55 18.65.82.42 55363 443 1801 6249 2071.951416015625 "1970-01-01 00:00:07.848023438" - - images.discovery.indazn.com - TLS "1970-01-01 00:00:02.071951416" discovery.indazn.com
192.168.97.55 18.65.82.41 55364 443 1786 6174 2072.57421875 "1970-01-01 00:00:07.846541504" cdn.dazn.com - cdn.dazn.com - TLS "1970-01-01 00:00:02.072574219" cdn.dazn.com
192.168.97.55 52.29.153.29 55365 443 4486 5819 2087.177490234375 "1970-01-01 00:00:20.876996582" pubby.indazn.com pubby.indazn.com pubby.indazn.com - TLS "1970-01-01 00:00:02.087177490" pubby.indazn.com
192.168.97.55 108.139.210.39 55366 443 4096 7803 2119.604248046875 "1970-01-01 00:00:07.859851562" authentication-prod.ar.indazn.com - authentication-prod.ar.indazn.com - TLS "1970-01-01 00:00:02.119604248" ar.indazn.com
192.168.97.55 216.239.38.178 55367 443 1840 7141 2354.485595703125 "1970-01-01 00:00:07.846580566" - - www.google-analytics.com - TLS "1970-01-01 00:00:02.354485596" google.analytics.com
192.168.97.55 18.65.82.121 55368 443 4147 7448 2525.2685546875 "1970-01-01 00:00:07.853994629" - - onboarding.indazn.com - TLS "1970-01-01 00:00:02.525268555" onboarding.indazn.com
192.168.97.55 13.226.244.109 55369 443 4391 8587 2565.76025390625 "1970-01-01 00:00:07.859837646" - - subscriptions-service.ar.indazn.com - TLS "1970-01-01 00:00:02.565760254" ar.indazn.com
192.168.97.55 108.139.210.24 55370 443 9712 154884 2568.964599609375 "1970-01-01 00:00:07.859762451" - - rail-router.discovery.indazn.com - TLS "1970-01-01 00:00:02.568964600" discovery.indazn.com
192.168.97.55 3.125.212.229 55371 443 4293 6089 2571.546630859375 "1970-01-01 00:00:07.866304443" partner-integration.ar.indazn.com partner-integration.ar.indazn.com partner-integration.ar.indazn.com - TLS "1970-01-01 00:00:02.571546631" ar.indazn.com
192.168.97.55 104.18.32.137 55372 443 3230 6137 2581.57958984375 "1970-01-01 00:00:07.852453613" - - consent-api.onetrust.com - TLS "1970-01-01 00:00:02.581579590" api.onetrust.com
192.168.97.55 108.139.229.12 55373 443 4143 9197 2615.515625 "1970-01-01 00:00:07.859806641" ott-authz-bff-prod.ar.indazn.com - ott-authz-bff-prod.ar.indazn.com - TLS "1970-01-01 00:00:02.615515625" ar.indazn.com
192.168.97.55 108.139.229.47 55374 443 5020 22876 2618.277587890625 "1970-01-01 00:00:07.857430420" - - tiered-pricing-offer-service.ar.indazn.com - TLS "1970-01-01 00:00:02.618277588" ar.indazn.com
192.168.97.55 151.101.242.49 55375 443 4474 8339 2626.5634765625 "1970-01-01 00:00:07.849593506" cdn.contentful.com cdn.contentful.com cdn.contentful.com - TLS "1970-01-01 00:00:02.626563477" cdn.contentful.com
192.168.97.55 18.156.47.60 55376 443 7068 10699 2635.317626953125 "1970-01-01 00:00:07.867322266" segmentation-service-api.discovery.indazn.com discovery.indazn.com segmentation-service-api.discovery.indazn.com - TLS "1970-01-01 00:00:02.635317627" discovery.indazn.com
192.168.97.55 13.35.198.109 55377 443 4202 6820 2932.314453125 "1970-01-01 00:00:07.854016602" wa.appsflyer.com - wa.appsflyer.com - TLS "1970-01-01 00:00:02.932314453" wa.appsflyer.com
