CL_IP SV_IP CL_PR SV_PR UP_BY DW_BY TS_FP TS_LP CN_CL CN_SV CN_DQ HT_HN PROTO DT_FP CNAME
192.168.97.55 13.226.244.3 54822 443 15401 187736 781.424072265625 "1970-01-01 00:00:08.871640137" www.dazn.com - www.dazn.com - TLS "1970-01-01 00:00:00.781424072" www.dazn.com
192.168.97.55 142.250.181.227 54823 443 2322 7014 795.6171875 "1970-01-01 00:00:08.871649170" clientservices.googleapis.com - clientservices.googleapis.com - TLS "1970-01-01 00:00:00.795617188" clientservices.googleapis.com
192.168.97.55 173.194.69.84 54824 443 1803 6542 928.830078125 "1970-01-01 00:00:08.871272217" accounts.google.com - accounts.google.com - TLS "1970-01-01 00:00:00.928830078" accounts.google.com
192.168.97.55 13.226.244.78 54825 443 1869 6198 1093.23681640625 "1970-01-01 00:00:08.871714844" - - resource-strings.acc.indazn.com - TLS "1970-01-01 00:00:01.093236816" acc.indazn.com
192.168.97.55 18.65.65.76 54826 443 1887 6175 1105.27880859375 "1970-01-01 00:00:08.871294189" - - static.dazndn.com - TLS "1970-01-01 00:00:01.105278809" static.dazndn.com
192.168.97.55 104.19.178.52 54827 443 1823 3792 1114.1748046875 "1970-01-01 00:00:08.870668213" cdn.cookielaw.org - cdn.cookielaw.org - TLS "1970-01-01 00:00:01.114174805" cdn.cookielaw.org
192.168.97.55 3.72.218.66 54828 443 2975 39632 1116.171142578125 "1970-01-01 00:00:08.871800049" startup.core.indazn.com core.indazn.com startup.core.indazn.com - TLS "1970-01-01 00:00:01.116171143" core.indazn.com
192.168.97.55 162.247.241.2 54829 443 13212 7053 1223.61279296875 "1970-01-01 00:00:08.870733154" bam-cell.nr-data.net - bam-cell.nr-data.net - TLS "1970-01-01 00:00:01.223612793" nr.data.net
192.168.97.55 13.226.244.27 54830 443 4261 7780 1427.80810546875 "1970-01-01 00:00:08.871588867" user-profile.ar.indazn.com - user-profile.ar.indazn.com - TLS "1970-01-01 00:00:01.427808105" ar.indazn.com
192.168.97.55 13.226.244.3 54831 443 1818 6223 1937.338134765625 "1970-01-01 00:00:08.871754150" - - www.dazn.com - TLS "1970-01-01 00:00:01.937338135" www.dazn.com
192.168.97.55 18.65.64.100 54832 443 2746 7470 1964.56201171875 "1970-01-01 00:00:08.871628174" pkg.fe.indazn.com - pkg.fe.indazn.com - TLS "1970-01-01 00:00:01.964562012" fe.indazn.com
192.168.97.55 35.159.7.172 54833 443 4518 5850 2010.80810546875 "1970-01-01 00:00:21.127972168" pubby.indazn.com pubby.indazn.com pubby.indazn.com - TLS "1970-01-01 00:00:02.010808105" pubby.indazn.com
192.168.97.55 13.226.244.83 54834 443 1867 6179 2011.72119140625 "1970-01-01 00:00:08.871304199" - - youth-protection.dazn-api.com - TLS "1970-01-01 00:00:02.011721191" dazn.api.com
192.168.97.55 108.139.210.14 54835 443 1896 6215 2011.940185546875 "1970-01-01 00:00:08.871340820" event.discovery.indazn.com - event.discovery.indazn.com - TLS "1970-01-01 00:00:02.011940186" discovery.indazn.com
192.168.97.55 18.65.82.21 54836 443 1903 6215 2012.11083984375 "1970-01-01 00:00:08.871216797" - - content-item.discovery.indazn.com - TLS "1970-01-01 00:00:02.012110840" discovery.indazn.com
192.168.97.55 18.65.82.123 54837 443 1833 6215 2026.240234375 "1970-01-01 00:00:08.871283203" search.discovery.indazn.com - search.discovery.indazn.com - TLS "1970-01-01 00:00:02.026240234" discovery.indazn.com
192.168.97.55 18.65.82.120 54838 443 1897 6249 2026.756103515625 "1970-01-01 00:00:08.871576172" - - images.discovery.indazn.com - TLS "1970-01-01 00:00:02.026756104" discovery.indazn.com
192.168.97.55 18.65.82.35 54839 443 1882 6174 2026.877197265625 "1970-01-01 00:00:08.871236816" - - cdn.dazn.com - TLS "1970-01-01 00:00:02.026877197" cdn.dazn.com
192.168.97.55 108.139.210.114 54840 443 4096 7802 2074.23486328125 "1970-01-01 00:00:08.871608154" authentication-prod.ar.indazn.com - authentication-prod.ar.indazn.com - TLS "1970-01-01 00:00:02.074234863" ar.indazn.com
192.168.97.55 142.250.186.78 54841 443 1840 6955 2265.76416015625 "1970-01-01 00:00:08.871380859" www.google-analytics.com - www.google-analytics.com - TLS "1970-01-01 00:00:02.265764160" google.analytics.com
192.168.97.55 18.65.82.9 54842 443 4083 7446 2448.739013671875 "1970-01-01 00:00:08.871314209" - - onboarding.indazn.com - TLS "1970-01-01 00:00:02.448739014" onboarding.indazn.com
192.168.97.55 108.139.229.47 54843 443 4956 22872 2496.01806640625 "1970-01-01 00:00:08.871618164" tiered-pricing-offer-service.ar.indazn.com - tiered-pricing-offer-service.ar.indazn.com - TLS "1970-01-01 00:00:02.496018066" ar.indazn.com
192.168.97.55 104.18.32.137 54844 443 3263 6144 2498.38720703125 "1970-01-01 00:00:08.871248047" - - consent-api.onetrust.com - TLS "1970-01-01 00:00:02.498387207" api.onetrust.com
