CL_IP SV_IP CL_PR SV_PR UP_BY DW_BY TS_FP TS_LP CN_CL CN_SV CN_DQ HT_HN PROTO DT_FP CNAME
192.168.97.55 142.250.180.131 53662 443 2386 7204 769.171630859375 "1970-01-01 00:00:08.811295654" - - clientservices.googleapis.com - TLS "1970-01-01 00:00:00.769171631" clientservices.googleapis.com
192.168.97.55 13.226.244.104 53663 443 15359 187865 778.364501953125 "1970-01-01 00:00:08.831312500" - - www.dazn.com - TLS "1970-01-01 00:00:00.778364502" www.dazn.com
192.168.97.55 108.177.96.84 53664 443 1867 7509 902.443603515625 "1970-01-01 00:00:08.826730713" accounts.google.com - accounts.google.com - TLS "1970-01-01 00:00:00.902443604" accounts.google.com
192.168.97.55 104.19.177.52 53665 443 1855 3793 1073.800537109375 "1970-01-01 00:00:08.813834717" - - cdn.cookielaw.org - TLS "1970-01-01 00:00:01.073800537" cdn.cookielaw.org
192.168.97.55 3.124.24.226 53666 443 2974 39632 1302.385498046875 "1970-01-01 00:00:08.840601318" startup.core.indazn.com core.indazn.com startup.core.indazn.com - TLS "1970-01-01 00:00:01.302385498" core.indazn.com
192.168.97.55 13.226.244.97 53667 443 1837 6198 1307.638671875 "1970-01-01 00:00:08.828102539" - - resource-strings.acc.indazn.com - TLS "1970-01-01 00:00:01.307638672" acc.indazn.com
192.168.97.55 18.65.65.76 53668 443 1823 6175 1311.767333984375 "1970-01-01 00:00:08.828189697" - - static.dazndn.com - TLS "1970-01-01 00:00:01.311767334" static.dazndn.com
192.168.97.55 162.247.243.30 53669 443 13136 5462 1416.904541015625 "1970-01-01 00:00:08.811961670" bam-cell.nr-data.net - bam-cell.nr-data.net - TLS "1970-01-01 00:00:01.416904541" nr.data.net
192.168.97.55 13.226.244.68 53670 443 4261 7776 1686.705322265625 "1970-01-01 00:00:08.831263672" user-profile.ar.indazn.com - user-profile.ar.indazn.com - TLS "1970-01-01 00:00:01.686705322" ar.indazn.com
192.168.97.55 34.104.33.69 53671 443 1819 4632 2146.97265625 "1970-01-01 00:00:08.818707275" - - safe.dazn.com - TLS "1970-01-01 00:00:02.146972656" safe.dazn.com
192.168.97.55 13.226.244.104 53672 443 1786 6223 2259.8193359375 "1970-01-01 00:00:08.831207275" www.dazn.com - www.dazn.com - TLS "1970-01-01 00:00:02.259819336" www.dazn.com
192.168.97.55 18.65.64.84 53673 443 2632 7064 2286.1396484375 "1970-01-01 00:00:08.833647705" - - pkg.fe.indazn.com - TLS "1970-01-01 00:00:02.286139648" fe.indazn.com
