CL_IP SV_IP CL_PR SV_PR UP_BY DW_BY TS_FP TS_LP CN_CL CN_SV CN_DQ HT_HN PROTO DT_FP CNAME
192.168.97.55 18.65.82.71 56817 443 1818 6174 2294.003173828125 "1970-01-01 00:00:08.833535156" cdn.dazn.com - cdn.dazn.com - TLS "1970-01-01 00:00:02.294003174" cdn.dazn.com
192.168.97.55 18.65.82.120 56818 443 1833 6249 2399.50537109375 "1970-01-01 00:00:08.833521973" images.discovery.indazn.com - images.discovery.indazn.com - TLS "1970-01-01 00:00:02.399505371" discovery.indazn.com
192.168.97.55 52.29.93.60 56819 443 4518 5850 2495.164306640625 "1970-01-01 00:00:21.144355957" - pubby.indazn.com pubby.indazn.com - TLS "1970-01-01 00:00:02.495164307" pubby.indazn.com
192.168.97.55 142.250.186.78 56820 443 1904 6954 2629.88720703125 "1970-01-01 00:00:08.844904297" - - www.google-analytics.com - TLS "1970-01-01 00:00:02.629887207" google.analytics.com
192.168.97.55 216.239.32.36 56821 443 1844 7153 2725.1953125 "1970-01-01 00:00:08.833444336" - - region1.analytics.google.com - TLS "1970-01-01 00:00:02.725195312" analytics.google.com
192.168.97.55 18.65.82.39 56822 443 4083 7423 2797.712158203125 "1970-01-01 00:00:08.844985352" onboarding.indazn.com - onboarding.indazn.com - TLS "1970-01-01 00:00:02.797712158" onboarding.indazn.com
192.168.97.55 13.226.244.49 56823 443 4359 8583 2849.75830078125 "1970-01-01 00:00:08.844926025" - - subscriptions-service.ar.indazn.com - TLS "1970-01-01 00:00:02.849758301" ar.indazn.com
192.168.97.55 108.139.229.123 56824 443 5052 17958 2850.03125 "1970-01-01 00:00:08.845144287" tiered-pricing-offer-service.ar.indazn.com - tiered-pricing-offer-service.ar.indazn.com - TLS "1970-01-01 00:00:02.850031250" ar.indazn.com
192.168.97.55 18.196.109.79 56825 443 4197 6089 2862.05126953125 "1970-01-01 00:00:08.852789307" partner-integration.ar.indazn.com partner-integration.ar.indazn.com partner-integration.ar.indazn.com - TLS "1970-01-01 00:00:02.862051270" ar.indazn.com
192.168.97.55 18.196.114.141 56826 443 7068 10728 2862.327392578125 "1970-01-01 00:00:08.850056152" segmentation-service-api.discovery.indazn.com discovery.indazn.com segmentation-service-api.discovery.indazn.com - TLS "1970-01-01 00:00:02.862327393" discovery.indazn.com
192.168.97.55 151.101.242.49 56827 443 4378 8645 2862.5712890625 "1970-01-01 00:00:08.833468018" - cdn.contentful.com cdn.contentful.com - TLS "1970-01-01 00:00:02.862571289" cdn.contentful.com
192.168.97.55 108.139.229.12 56828 443 4143 9196 2887.831298828125 "1970-01-01 00:00:08.845346191" - - ott-authz-bff-prod.ar.indazn.com - TLS "1970-01-01 00:00:02.887831299" ar.indazn.com
192.168.97.55 108.139.210.20 56829 443 9601 151345 2888.0732421875 "1970-01-01 00:00:08.844819336" - - rail-router.discovery.indazn.com - TLS "1970-01-01 00:00:02.888073242" discovery.indazn.com
192.168.97.55 104.18.32.137 56830 443 3330 6431 2888.281982421875 "1970-01-01 00:00:08.833549316" consent-api.onetrust.com - consent-api.onetrust.com - TLS "1970-01-01 00:00:02.888281982" api.onetrust.com
192.168.97.55 52.222.130.61 56831 443 4253 7860 3830.355224609375 "1970-01-01 00:00:08.844945312" follow-shortcuts.discovery.indazn.com - follow-shortcuts.discovery.indazn.com - TLS "1970-01-01 00:00:03.830355225" discovery.indazn.com
192.168.97.55 13.226.244.60 56832 443 4546 9306 3844.59130859375 "1970-01-01 00:00:08.845283203" favouritesv2.discovery.indazn.com - favouritesv2.discovery.indazn.com - TLS "1970-01-01 00:00:03.844591309" discovery.indazn.com
192.168.97.55 108.139.229.52 56833 443 2764 8878 3856.822021484375 "1970-01-01 00:00:08.845184326" rails.discovery.indazn.com - rails.discovery.indazn.com - TLS "1970-01-01 00:00:03.856822021" discovery.indazn.com
192.168.97.55 52.28.226.137 56834 443 4627 5384 3866.13720703125 "1970-01-01 00:00:08.852767334" user-message.gateway.indazn.com - user-message.gateway.indazn.com - TLS "1970-01-01 00:00:03.866137207" gateway.indazn.com
192.168.97.55 3.70.37.52 56835 443 4153 7152 3866.582275390625 "1970-01-01 00:00:08.851462158" youth-protect.discovery.indazn.com - youth-protect.discovery.indazn.com - TLS "1970-01-01 00:00:03.866582275" discovery.indazn.com
192.168.97.55 3.123.135.7 56836 443 2439 6077 3866.786376953125 "1970-01-01 00:00:08.852779297" - - experiments-api.acc.indazn.com - TLS "1970-01-01 00:00:03.866786377" acc.indazn.com
192.168.97.55 52.29.93.60 56837 443 2711 11556 4097.154296875 "1970-01-01 00:00:21.144379150" pubby.indazn.com - pubby.indazn.com - TLS "1970-01-01 00:00:04.097154297" pubby.indazn.com
192.168.97.55 18.195.13.62 56838 443 4258 8523 4206.662353515625 "1970-01-01 00:00:08.852751221" myaccount-bff.ar.indazn.com - myaccount-bff.ar.indazn.com - TLS "1970-01-01 00:00:04.206662354" ar.indazn.com
192.168.97.55 13.35.198.11 56839 443 4182 6821 4958.045166015625 "1970-01-01 00:00:08.845263184" - - wa.appsflyer.com - TLS "1970-01-01 00:00:04.958045166" wa.appsflyer.com
192.168.97.55 18.65.82.42 56840 443 2538 33057 5908.052001953125 "1970-01-01 00:00:08.844966309" - - image.discovery.indazn.com - TLS "1970-01-01 00:00:05.908052002" discovery.indazn.com
192.168.97.55 52.29.93.60 56841 443 4509 421 6334.21630859375 "1970-01-01 00:00:21.144313232" - - pubby.indazn.com - TLS "1970-01-01 00:00:06.334216309" pubby.indazn.com
192.168.97.55 142.250.185.195 56842 443 1870 6723 8986.566162109375 "1970-01-01 00:01:09.688769287" - - update.googleapis.com - TLS "1970-01-01 00:00:08.986566162" update.googleapis.com
192.168.97.55 142.250.186.170 56843 443 1820 6767 10728.751220703125 "1970-01-01 00:01:11.258271973" optimizationguide-pa.googleapis.com - optimizationguide-pa.googleapis.com - TLS "1970-01-01 00:00:10.728751221" pa.googleapis.com
192.168.97.55 18.154.161.6 56844 443 1897 6258 10873.754150390625 "1970-01-01 00:01:11.258187988" static.adsafeprotected.com - static.adsafeprotected.com - TLS "1970-01-01 00:00:10.873754150" static.adsafeprotected.com
192.168.97.55 162.247.243.30 56845 443 37140 1634 11181.1533203125 "1970-01-01 00:00:21.630644287" - - bam-cell.nr-data.net - TLS "1970-01-01 00:00:11.181153320" nr.data.net
192.168.97.55 104.18.25.111 56846 443 2808 6470 11211.077392578125 "1970-01-01 00:06:51.615091309" expansioneggnog.com - expansioneggnog.com - TLS "1970-01-01 00:00:11.211077393" expansioneggnog.com
192.168.97.55 104.18.25.111 56847 443 1858 5593 12590.447265625 "1970-01-01 00:01:13.310263184" - - expansioneggnog.com - TLS "1970-01-01 00:00:12.590447266" expansioneggnog.com
192.168.97.55 142.250.186.174 56848 443 1850 8915 13012.18798828125 "1970-01-01 00:01:13.404823975" fundingchoicesmessages.google.com - fundingchoicesmessages.google.com - TLS "1970-01-01 00:00:13.012187988" fundingchoicesmessages.google.com
192.168.97.55 142.250.186.174 56849 443 1914 8913 14190.41796875 "1970-01-01 00:01:15.305788330" - - fundingchoicesmessages.google.com - TLS "1970-01-01 00:00:14.190417969" fundingchoicesmessages.google.com
192.168.97.55 13.226.244.104 56850 443 175234 2367066 20483.54736328125 "1970-01-01 00:07:34.710697266" - - www.dazn.com - TLS "1970-01-01 00:00:20.483547363" www.dazn.com
192.168.97.55 151.101.241.91 56851 443 3066 6037 20634.88232421875 "1970-01-01 00:07:34.688096191" - - google-ohttp-relay-safebrowsing.fastly-edge.com - TLS "1970-01-01 00:00:20.634882324" fastly.edge.com
192.168.97.55 162.247.243.30 56852 443 54749 7927 20928.67919921875 "1970-01-01 00:01:42.332548340" bam-cell.nr-data.net - bam-cell.nr-data.net - TLS "1970-01-01 00:00:20.928679199" nr.data.net
192.168.97.55 162.247.243.30 56853 443 213919 7971 20931.246337890625 "1970-01-01 00:02:53.758153320" - - bam-cell.nr-data.net - TLS "1970-01-01 00:00:20.931246338" nr.data.net
192.168.97.55 162.247.243.30 56854 443 31710 4638 20932.67919921875 "1970-01-01 00:00:31.635759277" - - bam-cell.nr-data.net - TLS "1970-01-01 00:00:20.932679199" nr.data.net
192.168.97.55 104.19.177.52 56855 443 2127 1887 20936.474365234375 "1970-01-01 00:01:21.244372314" cdn.cookielaw.org - cdn.cookielaw.org - TLS "1970-01-01 00:00:20.936474365" cdn.cookielaw.org
192.168.97.55 3.124.24.226 56856 443 3766 67556 20937.0263671875 "1970-01-01 00:01:31.484943359" startup.core.indazn.com - startup.core.indazn.com - TLS "1970-01-01 00:00:20.937026367" core.indazn.com
192.168.97.55 13.226.244.91 56857 443 2054 442 20937.27734375 "1970-01-01 00:01:21.572906006" resource-strings.acc.indazn.com - resource-strings.acc.indazn.com - TLS "1970-01-01 00:00:20.937277344" acc.indazn.com
192.168.97.55 18.65.65.76 56858 443 1976 442 20938.205322265625 "1970-01-01 00:01:21.572996338" - - static.dazndn.com - TLS "1970-01-01 00:00:20.938205322" static.dazndn.com
192.168.97.55 162.247.243.30 56859 443 186477 5461 20985.662353515625 "1970-01-01 00:01:32.432731201" - - bam-cell.nr-data.net - TLS "1970-01-01 00:00:20.985662354" nr.data.net
192.168.97.55 13.226.244.13 56860 443 9969 22945 21428.47216796875 "1970-01-01 00:07:34.710660156" - - user-profile.ar.indazn.com - TLS "1970-01-01 00:00:21.428472168" ar.indazn.com
192.168.97.55 34.104.33.69 56861 443 1788 4632 21832.9931640625 "1970-01-01 00:01:23.247858154" - - safe.dazn.com - TLS "1970-01-01 00:00:21.832993164" safe.dazn.com
192.168.97.55 13.226.244.104 56862 443 3371 442 21942.197998046875 "1970-01-01 00:01:23.257575195" - - www.dazn.com - TLS "1970-01-01 00:00:21.942197998" www.dazn.com
192.168.97.55 108.139.210.114 56863 443 7774 15431 21949.041259765625 "1970-01-01 00:07:34.715435303" - - authentication-prod.ar.indazn.com - TLS "1970-01-01 00:00:21.949041260" ar.indazn.com
192.168.97.55 18.65.64.100 56864 443 5278 9420 21951.233154296875 "1970-01-01 00:07:34.716114014" - - pkg.fe.indazn.com - TLS "1970-01-01 00:00:21.951233154" fe.indazn.com
192.168.97.55 52.29.93.60 56865 443 4484 421 21951.84716796875 "1970-01-01 00:00:31.413271240" pubby.indazn.com - pubby.indazn.com - TLS "1970-01-01 00:00:21.951847168" pubby.indazn.com
192.168.97.55 13.226.244.40 56866 443 2020 442 21952.791259765625 "1970-01-01 00:01:23.257518310" - - youth-protection.dazn-api.com - TLS "1970-01-01 00:00:21.952791260" dazn.api.com
192.168.97.55 108.139.210.30 56867 443 5984 26995 21954.231201171875 "1970-01-01 00:07:34.715291260" - - event.discovery.indazn.com - TLS "1970-01-01 00:00:21.954231201" discovery.indazn.com
192.168.97.55 18.65.82.14 56868 443 4693 12135 21955.111328125 "1970-01-01 00:07:34.715231201" - - image.discovery.indazn.com - TLS "1970-01-01 00:00:21.955111328" discovery.indazn.com
192.168.97.55 18.65.82.103 56869 443 2050 442 21955.517333984375 "1970-01-01 00:01:23.257601318" - - search.discovery.indazn.com - TLS "1970-01-01 00:00:21.955517333" discovery.indazn.com
192.168.97.55 18.65.82.120 56870 443 2050 442 21955.71435546875 "1970-01-01 00:01:23.257612305" - - image.discovery.indazn.com - TLS "1970-01-01 00:00:21.955714355" discovery.indazn.com
192.168.97.55 18.65.82.71 56871 443 1971 442 21956.6171875 "1970-01-01 00:01:23.257589355" cdn.dazn.com - cdn.dazn.com - TLS "1970-01-01 00:00:21.956617188" cdn.dazn.com
192.168.97.55 18.65.82.39 56872 443 9117 18581 22465.84228515625 "1970-01-01 00:07:34.715417236" onboarding.indazn.com - onboarding.indazn.com - TLS "1970-01-01 00:00:22.465842285" onboarding.indazn.com
192.168.97.55 13.226.244.49 56873 443 8175 14860 22503.107177734375 "1970-01-01 00:07:34.716071289" subscriptions-service.ar.indazn.com - subscriptions-service.ar.indazn.com - TLS "1970-01-01 00:00:22.503107178" ar.indazn.com
192.168.97.55 108.139.229.123 56874 443 21779 200205 22504.21728515625 "1970-01-01 00:07:34.715251952" tiered-pricing-offer-service.ar.indazn.com - tiered-pricing-offer-service.ar.indazn.com - TLS "1970-01-01 00:00:22.504217285" ar.indazn.com
192.168.97.55 18.196.114.141 56875 443 10042 10353 22505.2412109375 "1970-01-01 00:01:32.415843994" - - segmentation-service-api.discovery.indazn.com - TLS "1970-01-01 00:00:22.505241211" discovery.indazn.com
192.168.97.55 108.139.210.20 56876 443 8507 51109 22506.645263671875 "1970-01-01 00:07:34.715395264" rail-router.discovery.indazn.com - rail-router.discovery.indazn.com - TLS "1970-01-01 00:00:22.506645264" discovery.indazn.com
192.168.97.55 18.196.109.79 56877 443 4410 1038 22510.768310546875 "1970-01-01 00:01:32.627108154" partner-integration.ar.indazn.com - partner-integration.ar.indazn.com - TLS "1970-01-01 00:00:22.510768311" ar.indazn.com
192.168.97.55 151.101.242.49 56878 443 18493 14633 22513.017333984375 "1970-01-01 00:07:34.706472168" cdn.contentful.com - cdn.contentful.com - TLS "1970-01-01 00:00:22.513017334" cdn.contentful.com
192.168.97.55 108.139.229.12 56879 443 10766 56286 22513.81201171875 "1970-01-01 00:07:34.716135254" - - ott-authz-bff-prod.ar.indazn.com - TLS "1970-01-01 00:00:22.513812012" ar.indazn.com
192.168.97.55 104.18.32.137 56880 443 14874 5321 22520.529296875 "1970-01-01 00:07:34.715165283" - - consent-api.onetrust.com - TLS "1970-01-01 00:00:22.520529297" api.onetrust.com
192.168.97.55 13.35.198.11 56881 443 27389 8176 22858.4453125 "1970-01-01 00:07:34.715455322" - - wa.appsflyer.com - TLS "1970-01-01 00:00:22.858445312" wa.appsflyer.com
192.168.97.55 52.222.130.61 56882 443 10678 22658 23224.96337890625 "1970-01-01 00:07:34.710685303" - - follow-shortcuts.discovery.indazn.com - TLS "1970-01-01 00:00:23.224963379" discovery.indazn.com
192.168.97.55 13.226.244.60 56883 443 17078 55479 23226.733154296875 "1970-01-01 00:07:34.737582275" - - favouritesv2.discovery.indazn.com - TLS "1970-01-01 00:00:23.226733154" discovery.indazn.com
192.168.97.55 108.139.229.52 56884 443 6027 12579 23251.38525390625 "1970-01-01 00:07:34.737556152" - - rails.discovery.indazn.com - TLS "1970-01-01 00:00:23.251385254" discovery.indazn.com
192.168.97.55 52.28.226.137 56885 443 51678 19224 23266.51416015625 "1970-01-01 00:07:34.737765381" - - user-message.gateway.indazn.com - TLS "1970-01-01 00:00:23.266514159" gateway.indazn.com
192.168.97.55 3.70.37.52 56886 443 8871 11946 23267.4580078125 "1970-01-01 00:07:34.737741211" youth-protect.discovery.indazn.com - youth-protect.discovery.indazn.com - TLS "1970-01-01 00:00:23.267458008" discovery.indazn.com
192.168.97.55 3.123.135.7 56887 443 6112 6351 23268.420166015625 "1970-01-01 00:07:34.737751953" - - experiments-api.acc.indazn.com - TLS "1970-01-01 00:00:23.268420166" acc.indazn.com
192.168.97.55 18.195.13.62 56888 443 11243 37761 23479.080322265625 "1970-01-01 00:07:34.737716309" - - myaccount-bff.ar.indazn.com - TLS "1970-01-01 00:00:23.479080322" ar.indazn.com
192.168.97.55 52.29.93.60 56889 443 2734 6433 23542.898193359375 "1970-01-01 00:00:31.413401367" pubby.indazn.com - pubby.indazn.com - TLS "1970-01-01 00:00:23.542898193" pubby.indazn.com
192.168.97.55 52.29.93.60 56890 443 4509 421 24129.17724609375 "1970-01-01 00:00:31.413436279" pubby.indazn.com - pubby.indazn.com - TLS "1970-01-01 00:00:24.129177246" pubby.indazn.com
192.168.97.55 18.65.65.76 56891 443 1888 6175 31094.231201171875 "1970-01-01 00:01:31.319163330" - - static.dazndn.com - TLS "1970-01-01 00:00:31.094231201" static.dazndn.com
192.168.97.55 142.250.185.67 56892 443 1829 5354 31444.55615234375 "1970-01-01 00:00:42.477887207" www.google.it - www.google.it - TLS "1970-01-01 00:00:31.444556152" www.google.it
192.168.97.55 52.29.93.60 56893 443 4589 452 31894.42919921875 "1970-01-01 00:01:31.780231201" - - pubby.indazn.com - TLS "1970-01-01 00:00:31.894429199" pubby.indazn.com
192.168.97.55 18.154.161.25 56894 443 3868 10422 32853.2431640625 "1970-01-01 00:07:34.715208008" spolo-public-api-global.acc.indazn.com - spolo-public-api-global.acc.indazn.com - TLS "1970-01-01 00:00:32.853243164" acc.indazn.com
192.168.97.55 52.29.93.60 56895 443 4271 6464 33237.5341796875 "1970-01-01 00:01:31.780150391" pubby.indazn.com - pubby.indazn.com - TLS "1970-01-01 00:00:33.237534180" pubby.indazn.com
192.168.97.55 199.127.193.108 56896 443 19107 10023 33527.223388671875 "1970-01-01 00:07:34.864624023" 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.ipv4.cws.conviva.com - 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.ipv4.cws.conviva.com - TLS "1970-01-01 00:00:33.527223389" cws.conviva.com
192.168.97.55 108.139.229.23 56897 443 9710 25218 33767.8251953125 "1970-01-01 00:07:34.710711182" - - api.playback.indazn.com - TLS "1970-01-01 00:00:33.767825195" playback.indazn.com
192.168.97.55 52.29.93.60 56898 443 4608 452 34839.43115234375 "1970-01-01 00:01:31.780257324" - - pubby.indazn.com - TLS "1970-01-01 00:00:34.839431152" pubby.indazn.com
192.168.97.55 199.127.193.108 56899 443 80052 15259 34931.538330078125 "1970-01-01 00:07:34.864708008" - - 4ae1981d8d1a370d08bf3d24f50f5baf47ef1b62.cws.conviva.com - TLS "1970-01-01 00:00:34.931538330" cws.conviva.com
192.168.97.55 91.81.129.239 56900 443 25071 12189655 34931.96533203125 "1970-01-01 00:01:42.709927979" - - dce-de-livedazn.daznedge.net - TLS "1970-01-01 00:00:34.931965332" livedazn.daznedge.net
192.168.97.55 3.123.240.56 56901 443 42149 8492 34933.170166015625 "1970-01-01 00:07:34.716153320" ufe-prod.telemetry.indazn.com - ufe-prod.telemetry.indazn.com - TLS "1970-01-01 00:00:34.933170166" telemetry.indazn.com
192.168.97.55 91.81.129.239 56902 443 39286 25157768 35207.045166015625 "1970-01-01 00:02:15.519229248" dce-de-livedazn.daznedge.net - dce-de-livedazn.daznedge.net - TLS "1970-01-01 00:00:35.207045166" livedazn.daznedge.net
192.168.97.55 91.81.129.239 56903 443 3037 439983 35207.787353515625 "1970-01-01 00:00:36.246388184" dce-de-livedazn.daznedge.net - dce-de-livedazn.daznedge.net - TLS "1970-01-01 00:00:35.207787354" livedazn.daznedge.net
192.168.97.55 91.81.129.239 56904 443 36099 18889839 35208.486328125 "1970-01-01 00:02:17.523483154" - - dce-de-livedazn.daznedge.net - TLS "1970-01-01 00:00:35.208486328" livedazn.daznedge.net
192.168.97.55 23.51.48.218 56905 443 25296 25879 35289.351318359375 "1970-01-01 00:07:34.737471191" time.akamai.com time.akamai.com time.akamai.com - TLS "1970-01-01 00:00:35.289351318" time.akamai.com
192.168.97.55 18.65.82.20 56906 443 91127 124681 38648.145263671875 "1970-01-01 00:07:34.715271240" - - sb.scorecardresearch.com - TLS "1970-01-01 00:00:38.648145264" sb.scorecardresearch.com
192.168.97.55 35.71.191.239 56907 443 10611 6245 38921.33837890625 "1970-01-01 00:00:59.404895996" italy.scorecardresearch.com italy.scorecardresearch.com italy.scorecardresearch.com - TLS "1970-01-01 00:00:38.921338379" italy.scorecardresearch.com
192.168.97.55 35.71.191.239 56908 443 11097 6526 58999.30126953125 "1970-01-01 00:01:30.125965332" italy.scorecardresearch.com italy.scorecardresearch.com italy.scorecardresearch.com - TLS "1970-01-01 00:00:58.999301270" italy.scorecardresearch.com
192.168.97.55 142.250.181.227 56909 443 2383 2595 60521.157958984375 "1970-01-01 00:05:36.152796387" - - clientservices.googleapis.com - TLS "1970-01-01 00:01:00.521157959" clientservices.googleapis.com
192.168.97.55 142.250.185.195 56910 443 11148 9002 60867.71337890625 "1970-01-01 00:05:01.238544189" update.googleapis.com - update.googleapis.com - TLS "1970-01-01 00:01:00.867713379" update.googleapis.com
192.168.97.55 142.250.181.227 56911 443 2383 2595 60890.81396484375 "1970-01-01 00:05:36.257665283" - - clientservices.googleapis.com - TLS "1970-01-01 00:01:00.890813965" clientservices.googleapis.com
192.168.97.55 142.251.209.10 56912 443 3002 8248 70159.04931640625 "1970-01-01 00:05:10.432209961" safebrowsing.googleapis.com - safebrowsing.googleapis.com - TLS "1970-01-01 00:01:10.159049316" safebrowsing.googleapis.com
192.168.97.55 35.209.92.19 56913 443 10054 9737 81427.25 "1970-01-01 00:07:34.890261963" - - beacons.gcp.gvt2.com - TLS "1970-01-01 00:01:21.427250000" gcp.gvt#.com
192.168.97.55 35.209.92.19 56914 443 1827 5128 81678.20434570312 "1970-01-01 00:02:23.767557373" - - beacons.gcp.gvt2.com - TLS "1970-01-01 00:01:21.678204346" gcp.gvt#.com
192.168.97.55 35.71.191.239 56915 443 6097 6168 88404.92529296875 "1970-01-01 00:01:42.564078369" - italy.scorecardresearch.com italy.scorecardresearch.com - TLS "1970-01-01 00:01:28.404925293" italy.scorecardresearch.com
192.168.97.55 162.247.243.30 56916 443 199151 5403 91460.45532226562 "1970-01-01 00:03:02.946141357" bam-cell.nr-data.net - bam-cell.nr-data.net - TLS "1970-01-01 00:01:31.460455322" nr.data.net
192.168.97.55 104.19.177.52 56917 443 2031 1887 91465.25830078125 "1970-01-01 00:02:33.567808350" - - cdn.cookielaw.org - TLS "1970-01-01 00:01:31.465258301" cdn.cookielaw.org
192.168.97.55 3.72.218.66 56918 443 3777 73068 91491.236328125 "1970-01-01 00:02:42.847840332" - core.indazn.com startup.core.indazn.com - TLS "1970-01-01 00:01:31.491236328" core.indazn.com
192.168.97.55 162.247.243.30 56919 443 31962 840 91598.18920898438 "1970-01-01 00:01:42.397487305" bam-cell.nr-data.net - bam-cell.nr-data.net - TLS "1970-01-01 00:01:31.598189209" nr.data.net
192.168.97.55 142.250.185.67 56920 443 1861 5355 91728.68017578125 "1970-01-01 00:01:42.204437256" www.google.it - www.google.it - TLS "1970-01-01 00:01:31.728680176" www.google.it
192.168.97.55 18.65.65.76 56921 443 1944 442 91765.1962890625 "1970-01-01 00:02:33.617585205" static.dazndn.com - static.dazndn.com - TLS "1970-01-01 00:01:31.765196289" static.dazndn.com
192.168.97.55 13.226.244.97 56922 443 1958 442 91776.984375 "1970-01-01 00:02:33.617635254" resource-strings.acc.indazn.com - resource-strings.acc.indazn.com - TLS "1970-01-01 00:01:31.776984375" acc.indazn.com
192.168.97.55 13.226.244.104 56923 443 2035 442 92539.67333984375 "1970-01-01 00:02:33.617557373" - - www.dazn.com - TLS "1970-01-01 00:01:32.539673340" www.dazn.com
192.168.97.55 13.226.244.40 56924 443 1956 442 92656.52124023438 "1970-01-01 00:02:33.617681152" youth-protection.dazn-api.com - youth-protection.dazn-api.com - TLS "1970-01-01 00:01:32.656521240" dazn.api.com
192.168.97.55 18.193.18.62 56925 443 4628 5850 92665.861328125 "1970-01-01 00:01:42.234827393" pubby.indazn.com pubby.indazn.com pubby.indazn.com - TLS "1970-01-01 00:01:32.665861328" pubby.indazn.com
192.168.97.55 18.65.82.103 56926 443 1954 442 92717.69116210938 "1970-01-01 00:02:33.617609375" search.discovery.indazn.com - search.discovery.indazn.com - TLS "1970-01-01 00:01:32.717691162" discovery.indazn.com
192.168.97.55 18.65.82.14 56927 443 1986 442 92744.22119140625 "1970-01-01 00:02:33.617482178" images.discovery.indazn.com - images.discovery.indazn.com - TLS "1970-01-01 00:01:32.744221191" discovery.indazn.com
192.168.97.55 18.65.82.35 56928 443 2035 442 92751.03515625 "1970-01-01 00:02:33.617657227" - - cdn.dazn.com - TLS "1970-01-01 00:01:32.751035156" cdn.dazn.com
192.168.97.55 18.196.114.141 56929 443 10042 10351 93153.94921875 "1970-01-01 00:02:43.219039307" segmentation-service-api.discovery.indazn.com - segmentation-service-api.discovery.indazn.com - TLS "1970-01-01 00:01:33.153949219" discovery.indazn.com
192.168.97.55 18.193.90.171 56930 443 4517 6528 93187.83520507812 "1970-01-01 00:02:43.211148193" - partner-integration.ar.indazn.com partner-integration.ar.indazn.com - TLS "1970-01-01 00:01:33.187835205" ar.indazn.com
